num,message_id,tag,user_id,username,join_date,country,followers,following,posts_count,likes_counts,watchlist_counts,platform
0,472206234,NULL,1037324,StockTraderCapital,2017-04-24,US,582,52,35381,14481,31,Android
1,472205691,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8449,3,167850,21811,296,Web
2,472205675,NULL,3719725,ThePoleTrader,2020-07-01,US,11,16,1755,2448,37,iOS
3,472205476,Bearish,5335932,EIon__Musk,2021-04-10,US,1040,797,31601,138973,300,Android
4,472205325,NULL,1555408,STCKPRO,2018-07-24,US,9009,2,942442,51,0,STCK.PRO
5,472205225,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8449,3,167837,21811,296,Web
6,472205109,Bullish,1578839,BullnBearTrading,2018-08-16,US,344,14,3671,1860,7,Web
7,472205020,Bullish,5455336,staydowngetdown,2021-05-10,US,3,22,1702,1328,38,iOS
8,472205016,NULL,6750079,Cpaulson,2022-07-18,NULL,0,0,3,3,0,Android
9,472204936,Bullish,5295994,DigitalDataNomad,2021-03-29,US,352,170,16253,18532,19,Web
10,472204882,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8449,3,167850,21811,296,Web
11,472204727,NULL,3966421,STOCKMOVED,2020-08-17,US,472,2003,7980,11666,6,Android
12,472204546,NULL,4129337,snapcracklepopcorn,2020-10-01,US,14,0,1465,297,43,iOS
13,472204452,NULL,4601037,TheAutistFKAprince,2021-01-15,US,19,0,1923,83,9,Web
14,472204345,NULL,551986,CrzyChris5,2015-07-17,US,223,1,9438,1613,16,Android
15,472204174,Bearish,5231851,Stranix49,2021-03-13,US,1,0,419,1584,6,iOS
16,472203916,Bearish,3744846,n3wb1e123,2020-07-06,US,172,5,20366,1188,21,Android
17,472203685,Bullish,3460755,Hivoltech,2020-05-15,US,3,25,97,15,15,Web
18,472203516,Bearish,6358556,rumneychel,2022-02-26,US,20,10,1101,267,15,iOS
19,472203492,Bullish,1578839,BullnBearTrading,2018-08-16,US,344,14,3671,1860,7,Web
20,472203423,NULL,5982177,Jnb410,2021-10-13,US,25,4,3024,953,2,iOS
21,472203210,Bullish,3768454,iiTzRaY369,2020-07-10,US,22,4,1227,9610,51,iOS
22,472203067,Bullish,5305403,ExchangeMore,2021-04-01,US,28,9,297,137,11,Web
23,472203053,Bearish,6743179,CrunchPasta,2022-07-13,US,0,0,66,0,2,iOS
24,472202913,NULL,2086227,MandoTA,2019-05-16,US,73,32,5460,835,27,iOS
25,472202556,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8449,3,167837,21811,296,Web
26,472202493,Bullish,379410,precise,2014-07-24,US,62,41,2967,4199,9,Web
27,472201782,NULL,6229183,OldmanSachss,2022-01-05,US,33,6,2054,918,17,Android
28,472201622,NULL,6728644,Options_Snipper,2022-07-04,NULL,407,0,1624,568,8,Web
29,472201447,NULL,1707210,Rjay1,2018-11-11,US,39,185,2348,563,300,iOS
30,472201114,Bearish,1200163,Ryuk,2017-09-23,US,647,59,17331,18796,1,iOS
31,472201100,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,526,256,0,Web
32,472201089,Bullish,4955055,Stonktrader1,2021-02-10,US,93,25,5439,5090,37,iOS
33,472200871,Bullish,1658115,Ipoopedonyourmother,2018-10-12,US,2,0,269,80,1,Web
34,472200738,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1536,41,0,Web
35,472200381,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,526,256,0,Web
36,472200180,Bullish,4225,lifesagame,2009-09-19,US,179,137,12998,892,150,iOS
37,472200107,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167789,21811,296,Web
38,472198745,NULL,720944,straightcashtd,2016-04-04,US,11,72,614,877,20,iOS
39,472198649,Bullish,3882259,RamboTrades,2020-07-31,US,262,10,8165,18463,7,iOS
40,472198382,NULL,6706588,TomCatt222,2022-06-22,US,2,0,191,35,14,Android
41,472198146,Bullish,3366895,Stockcrusher808,2020-04-27,US,9,15,715,583,102,iOS
42,472197689,NULL,1555408,STCKPRO,2018-07-24,US,9009,2,942436,51,0,STCK.PRO
43,472197601,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167789,21811,296,Web
44,472197596,NULL,4303359,Bearswin2,2020-11-14,US,68,10,6141,411,91,Android
45,472197564,Bearish,4303359,Bearswin2,2020-11-14,US,68,10,6141,412,91,Android
46,472197487,Bullish,1316284,Momentumdt78,2017-12-15,US,1,9,724,256,56,iOS
47,472197459,Bearish,1316284,Momentumdt78,2017-12-15,US,1,9,724,256,57,iOS
48,472197153,NULL,5831806,Dans2do,2021-08-27,US,3,0,404,18,39,Android
49,472196918,NULL,4004495,Jrizzlemoney,2020-08-26,US,19,73,939,542,21,Web
50,472196688,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
51,472196376,NULL,3095656,jolaprise,2020-02-14,US,9,10,2529,5783,33,Android
52,472196105,Bullish,3007976,KMoneyBags,2020-01-06,US,47,20,4446,10005,6,Android
53,472196101,Bullish,5567211,MoonOBars,2021-06-08,US,23,18,1865,826,26,Android
54,472196074,Bullish,6037877,The1albatross,2021-10-28,US,501,121,29653,87829,48,iOS
55,472195918,NULL,4208137,XCryptoKingX,2020-10-19,US,177,9,7481,1556,49,Zapier
56,472195800,NULL,6641050,blackeagle7,2022-05-24,US,8,6,487,14597,14,Android
57,472195636,Bearish,768775,Age_of_Aquarius,2016-06-08,US,368,8,20596,9170,16,iOS
58,472195511,Bullish,4002890,paintinmanning,2020-08-25,US,10,6,657,772,10,iOS
59,472195489,Bearish,5353908,CashNSmash,2021-04-15,US,58,20,4002,1158,2,iOS
60,472195377,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
61,472195315,NULL,811055,Jemi,2016-08-03,US,588,36,47367,56167,41,iOS
62,472195113,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
63,472195098,NULL,4831400,Azir83,2021-02-02,US,34,1,5090,1304,146,Android
64,472195017,Bearish,6358556,rumneychel,2022-02-26,US,20,10,1097,266,15,iOS
65,472194877,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
66,472194857,NULL,4303359,Bearswin2,2020-11-14,US,68,10,6141,411,91,Android
67,472194685,NULL,4303359,Bearswin2,2020-11-14,US,68,10,6141,411,91,Android
68,472194477,Bullish,3611022,Peterdaguru,2020-06-11,US,490,13,22819,287,48,iOS
69,472194357,Bullish,3675629,Stockmelongtime,2020-06-23,US,36,26,4357,3679,69,iOS
70,472194297,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167789,21811,296,Web
71,472193977,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
72,472193895,NULL,30669,patrickrooney,2010-11-28,US,2047,916,5113,682,36,Web
73,472193649,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1532,41,0,Web
74,472193115,NULL,1387268,Simplejackinvestor,2018-01-27,US,4,2,588,320,5,Web
75,472193077,Bullish,4394711,luck4real,2020-12-07,US,0,0,252,944,22,Android
76,472193014,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1532,41,0,Web
77,472192799,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
78,472192655,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
79,472192613,NULL,3883427,curisftw,2020-07-31,US,27,2,6338,92,5,iOS
80,472192354,Bullish,1658460,MichaelAR,2018-10-13,US,21,22,1296,1079,22,iOS
81,472192338,NULL,1555408,STCKPRO,2018-07-24,US,9007,2,942420,51,0,STCK.PRO
82,472192225,Bullish,6749977,johnxrp589,2022-07-17,NULL,0,0,1,0,0,Web
83,472192215,NULL,5190066,UuuWuuU,2021-03-05,US,2,15,8,16,43,iOS
84,472192166,Bullish,6248258,junglewookah,2022-01-12,US,14,1,1385,976,24,Android
85,472191833,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167736,21811,296,Web
86,472191138,NULL,493176,WarHammerCapital,2015-03-29,US,150,74,12121,2797,37,iOS
87,472191126,NULL,6230823,Damy123,2022-01-06,US,5,3,897,3640,0,Android
88,472190952,Bullish,6641050,blackeagle7,2022-05-24,US,8,6,483,14597,14,Android
89,472190840,NULL,383988,mlucasm,2014-08-05,US,6,72,561,855,70,iOS
90,472190789,NULL,12434,PlutoLander,2010-04-08,US,29,129,2057,3627,153,Android
91,472190204,NULL,128933,ElliottwaveForecast,2012-01-10,US,42891,17,399316,6,25,Web
92,472190140,NULL,1537697,abkrsh,2018-07-03,US,4,23,227,369,28,Android
93,472190055,Bullish,5478610,DeepWebRT,2021-05-17,US,113,0,16833,3892,42,iOS
94,472189884,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167736,21811,296,Web
95,472189760,NULL,2234434,MahketMaka,2019-07-31,US,138,30,12388,13070,43,Android
96,472189700,Bullish,637585,Dalietos,2015-11-21,US,5638,0,1396,71,12,Web
97,472189670,Bearish,2005350,Millennial12345,2019-04-12,US,871,160,45565,24793,260,iOS
98,472189625,NULL,1555408,STCKPRO,2018-07-24,US,9007,2,942420,51,0,STCK.PRO
99,472189545,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167789,21811,296,Web
100,472189519,NULL,4657824,invrestling,2021-01-22,US,9,10,1419,571,100,Web
101,472189390,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,519,253,0,Web
102,472189349,NULL,383988,mlucasm,2014-08-05,US,6,72,561,855,70,iOS
103,472189322,Bullish,6747192,dan3120,2022-07-15,US,1,0,27,0,4,Android
104,472189248,NULL,6746757,Pooley,2022-07-15,US,0,0,14,0,13,iOS
105,472189184,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167736,21811,296,Web
106,472189024,NULL,3569813,PeaceOnEarth1,2020-06-07,US,97,0,4143,1796,10,iOS
107,472188984,NULL,3569813,PeaceOnEarth1,2020-06-07,US,99,0,4143,1796,10,iOS
108,472188850,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,3,167757,21811,296,Web
109,472188713,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167715,21811,296,Web
110,472188636,NULL,383988,mlucasm,2014-08-05,US,6,72,561,855,70,iOS
111,472188623,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167715,21811,296,Web
112,472188326,NULL,6015750,Crizzz11,2021-10-24,US,1,5,71,256,4,iOS
113,472188106,Bearish,768775,Age_of_Aquarius,2016-06-08,US,368,8,20591,9170,16,iOS
114,472188096,Bullish,569976,TheGoldHolder,2015-08-13,US,2519,148,2851,809,81,iOS
115,472188092,Bearish,3501751,bighaas,2020-05-25,US,992,400,48914,18926,5,iOS
116,472187761,NULL,6196052,Luvx,2021-12-22,US,1,0,142,22,12,iOS
117,472187745,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167715,21811,296,Web
118,472187011,NULL,1555408,STCKPRO,2018-07-24,US,9008,2,942403,51,0,STCK.PRO
119,472186867,NULL,4819836,BearishBecky,2021-02-01,US,24,14,2524,6217,34,iOS
120,472186797,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167715,21811,296,Web
121,472186789,Bullish,903618,Islanders71,2016-12-16,US,1601,3026,56867,216597,20,Web
122,472186533,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1532,41,0,Web
123,472186433,NULL,5587624,dontalwaysbuythedip,2021-06-11,US,10,10,777,601,32,iOS
124,472185914,NULL,411858,ospreyeye,2014-10-14,US,33360,138,35967,967,291,Android
125,472185742,Bullish,5212181,_art_vandelay_,2021-03-09,US,10,1,2037,1586,34,iOS
126,472185644,NULL,6728644,Options_Snipper,2022-07-04,NULL,407,0,1624,568,8,Web
127,472185585,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167715,21811,296,Web
128,472185305,Bullish,1529738,unicorntrad3r,2018-06-25,US,4,32,99,132,190,iOS
129,472185008,NULL,7108,Benzinga,2009-12-04,US,286461,531,126999,122,6,Web
130,472184891,Bullish,3558848,BHBoys,2020-06-05,US,11,10,1874,2513,15,Android
131,472184838,NULL,6728644,Options_Snipper,2022-07-04,NULL,406,0,1621,568,8,Web
132,472184698,NULL,5100836,Elledoeshair,2021-02-21,US,63,2,375,3323,123,iOS
133,472184497,NULL,1555408,STCKPRO,2018-07-24,US,9008,2,942389,51,0,STCK.PRO
134,472184403,Bearish,6358556,rumneychel,2022-02-26,US,20,10,1094,266,15,iOS
135,472184343,NULL,3408882,dreamchasers,2020-05-05,US,68,11,5455,3563,4,Web
136,472184132,NULL,3966421,STOCKMOVED,2020-08-17,US,469,2003,7962,11629,5,Android
137,472184114,NULL,3966421,STOCKMOVED,2020-08-17,US,469,2003,7962,11628,5,Android
138,472184023,Bullish,6294196,GhostofGordon,2022-01-31,US,108,47,6206,6099,5,Web
139,472183821,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167687,21811,296,Web
140,472183764,Bullish,903618,Islanders71,2016-12-16,US,1601,3026,56867,216597,20,Web
141,472183682,Bearish,6358556,rumneychel,2022-02-26,US,20,10,1094,266,15,iOS
142,472183590,NULL,6706588,TomCatt222,2022-06-22,US,2,0,185,35,14,Android
143,472183375,Bullish,2841306,DeFi_Wookie,2019-10-04,US,328,19,25199,6769,21,iOS
144,472183246,NULL,3127246,Brendancw,2020-02-27,US,11,38,1040,28,14,Web
145,472183209,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8450,2,167715,21811,296,Web
146,472183073,Bullish,6333586,Hamtaro_,2022-02-16,US,43,10,3969,362,147,iOS
147,472182931,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167687,21811,296,Web
148,472182857,NULL,6308215,GreenOriginInvestment,2022-02-04,US,649,8,11963,846,6,Web
149,472182656,Bullish,1578839,BullnBearTrading,2018-08-16,US,344,14,3670,1860,7,Web
150,472182645,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167687,21811,296,Web
151,472182629,NULL,6728644,Options_Snipper,2022-07-04,NULL,405,0,1613,565,8,Web
152,472182611,Bullish,6294196,GhostofGordon,2022-01-31,US,107,47,6202,6099,5,Web
153,472182569,NULL,3057652,TopStonks,2020-01-27,US,2329,1324,87631,732,2,TopStonks
154,472182476,Bullish,5147744,HSM3,2021-02-26,US,24,28,872,6377,11,iOS
155,472182443,NULL,409674,aprit,2014-10-09,US,186,144,19394,31055,116,Android
156,472182224,Bullish,2815733,Sportsbet2022,2019-09-18,US,239,45,9238,8500,61,Android
157,472181990,Bullish,3768454,iiTzRaY369,2020-07-10,US,22,4,1220,9598,51,iOS
158,472181841,Bullish,4532540,Swedishguy,2021-01-06,US,45,30,843,29649,131,Android
159,472181736,NULL,1555408,STCKPRO,2018-07-24,US,9008,2,942389,51,0,STCK.PRO
160,472181305,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167687,21811,296,Web
161,472181156,NULL,6728644,Options_Snipper,2022-07-04,NULL,405,0,1613,563,8,Web
162,472180975,NULL,4303359,Bearswin2,2020-11-14,US,68,10,6134,411,91,Android
163,472180738,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167687,21811,296,Web
164,472180632,Bullish,5478610,DeepWebRT,2021-05-17,US,113,0,16821,3890,42,iOS
165,472180501,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,519,253,0,Web
166,472180358,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167654,21811,296,Web
167,472180335,Bullish,4083994,Buy_HODL,2020-09-18,US,17,2,1399,734,23,iOS
168,472180212,Bearish,1355858,Rcx2017,2018-01-07,US,496,59,49481,45531,130,Android
169,472180210,Bearish,6229183,OldmanSachss,2022-01-05,US,31,6,2046,913,17,Android
170,472180187,NULL,3902238,Pitbullbearista,2020-08-04,US,259,48,21432,13076,83,iOS
171,472180172,NULL,6728644,Options_Snipper,2022-07-04,NULL,405,0,1613,567,8,Web
172,472180131,Bearish,1355858,Rcx2017,2018-01-07,US,496,59,49481,45531,130,Android
173,472180111,Bearish,6332023,NewTraderGuy2,2022-02-15,US,38,2,4730,8016,82,iOS
174,472180070,NULL,4814214,2DigitBalance,2021-02-01,US,0,0,698,250,51,Android
175,472179928,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8446,2,167654,21811,296,Web
176,472179895,NULL,6103492,Moonshotguy,2021-11-15,US,0,0,19,11,1,iOS
177,472179871,NULL,6728644,Options_Snipper,2022-07-04,NULL,406,0,1621,568,8,Web
178,472179796,Bearish,720893,hsnbrg,2016-04-04,US,8,10,1036,3,0,Web
179,472179717,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1527,41,0,Web
180,472179704,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1527,41,0,Web
181,472179679,Bearish,6005288,Ethman1994,2021-10-21,US,8,0,1527,41,0,Web
182,472179677,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8446,2,167654,21811,296,Web
183,472179578,Bullish,2841306,DeFi_Wookie,2019-10-04,US,328,19,25194,6769,21,iOS
184,472179533,NULL,6358556,rumneychel,2022-02-26,US,20,10,1091,266,15,iOS
185,472179224,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,519,253,0,Web
186,472179087,Bullish,6749379,thebigroyal,2022-07-17,NULL,2,0,4,3,0,Web
187,472179083,NULL,1555408,STCKPRO,2018-07-24,US,9008,2,942376,51,0,STCK.PRO
188,472178681,Bullish,4815955,bradenstocks12,2021-02-01,US,16,44,1653,2404,69,iOS
189,472178673,NULL,3669464,Anakin95,2020-06-22,US,120,71,4143,27373,50,Android
190,472178660,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,8,0,505,251,0,Web
191,472178651,Bullish,4815955,bradenstocks12,2021-02-01,US,16,44,1653,2404,69,iOS
192,472178314,Bullish,903618,Islanders71,2016-12-16,US,1600,3020,56814,216374,20,Web
193,472178082,Bullish,4132742,ILuvthisshit,2020-10-02,US,71,6,6597,11869,8,iOS
194,472178042,Bullish,319475,Wufei,2014-02-24,US,0,37,317,622,21,Android
195,472178000,Bullish,903618,Islanders71,2016-12-16,US,1602,3022,56825,216391,20,Web
196,472177987,NULL,6395610,theking1939,2022-03-16,US,6,0,893,1202,4,iOS
197,472177965,NULL,6625138,wallstreet1436365,2022-05-17,US,1,2,1095,234,10,iOS
198,472177885,Bullish,6178049,AbimaelP,2021-12-14,US,10,27,654,685,22,iOS
199,472177857,NULL,2944398,Bakeface,2019-12-02,US,53,41,6303,3308,68,iOS
200,472177752,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167654,21810,296,Web
201,472177716,Bullish,5655904,jocod1,2021-06-29,US,62,35,1913,1074,42,iOS
202,472177605,Bullish,3312702,BrendaLee77777,2020-04-15,US,6,26,303,438,25,Web
203,472177600,Bullish,1306114,YEEEEE,2017-12-10,US,13,35,2284,3949,122,iOS
204,472177595,NULL,2273470,GoFundYourself,2019-08-22,US,1,1,64,21,14,iOS
205,472177548,Bullish,6543928,charlie_mack,2022-04-11,US,5,14,26,3,6,iOS
206,472177454,Bullish,3606946,CaptnSendy,2020-06-11,US,4,6,363,234,16,iOS
207,472177356,NULL,2879715,crainiac,2019-10-23,US,91,0,4459,72,1,Web
208,472177335,Bullish,6032407,Planetarywisdom,2021-10-27,US,27,1,4750,1600,7,iOS
209,472176936,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167651,21810,296,Web
210,472176933,NULL,3879828,IanTrader,2020-07-30,US,119,8,7419,327,56,Web
211,472176931,Bullish,6748804,CryptoKingBTC,2022-07-16,NULL,0,1,14,3,1,Web
212,472176844,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167651,21810,296,Web
213,472176732,Bearish,1362336,Millertime33458,2018-01-10,US,0,3,48,41,35,iOS
214,472176577,NULL,6749796,SallySelcen22,2022-07-17,NULL,0,0,4,0,27,Web
215,472176526,Bullish,6749805,KatherineFleming,2022-07-17,NULL,0,0,1,1,3,Web
216,472176334,Bullish,4802982,Fasteddie83,2021-01-31,US,13,10,960,677,9,Android
217,472176278,NULL,1555408,STCKPRO,2018-07-24,US,9008,2,942376,51,0,STCK.PRO
218,472176105,NULL,3498396,SageCreditRepair,2020-05-23,US,276,1132,5172,8447,300,iOS
219,472175955,NULL,4303359,Bearswin2,2020-11-14,US,68,10,6128,409,91,Android
220,472175942,NULL,2793314,The_Perfect_Wave,2019-09-05,US,5056,4,39657,11599,1,Android
221,472175914,NULL,5,howardlindzon,2009-07-11,US,232667,1865,186095,89717,206,iOS
222,472175769,Bearish,6332023,NewTraderGuy2,2022-02-15,US,38,2,4730,8016,82,iOS
223,472175579,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167626,21810,296,Web
224,472175483,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,519,253,0,Web
225,472175041,NULL,6749777,KaitlynKristy21,2022-07-17,NULL,0,0,3,0,27,Web
226,472175032,NULL,849144,stockdollar44,2016-09-28,US,46,57,2895,2367,9,iOS
227,472174869,NULL,396907,GregRieben,2014-09-08,CA,4368,77,15945,8652,25,Web
228,472174777,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8444,2,167626,21810,296,Web
229,472174632,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167626,21810,296,Web
230,472174542,Bearish,6705622,jackosmerini,2022-06-21,NULL,13,5,879,127,1,iOS
231,472174539,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,519,253,0,Web
232,472174528,NULL,6414813,CKIinvest,2022-03-24,US,10,3,726,813,24,iOS
233,472174421,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8444,2,167626,21810,296,Web
234,472174335,Bullish,6178049,AbimaelP,2021-12-14,US,10,27,654,685,22,iOS
235,472174092,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,11,0,519,253,0,Web
236,472173921,Bearish,1278262,tripplecheeseburger,2017-11-22,US,31,0,17723,8120,108,iOS
237,472173761,Bearish,4303359,Bearswin2,2020-11-14,US,68,10,6117,408,91,Android
238,472173696,NULL,1555408,STCKPRO,2018-07-24,US,9008,2,942356,51,0,STCK.PRO
239,472173536,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8445,2,167626,21810,296,Web
240,472173453,Bullish,5728136,Shutking,2021-07-15,US,15,3,1202,1134,29,iOS
241,472173255,NULL,6728644,Options_Snipper,2022-07-04,NULL,402,0,1613,557,8,Web
242,472173202,NULL,849144,stockdollar44,2016-09-28,US,46,57,2895,2367,9,iOS
243,472173170,NULL,6545668,Rofiah2,2022-04-12,US,2,0,289,748,0,Android
244,472172960,Bullish,3486234,William386,2020-05-20,US,8,4,155,135,30,Android
245,472172956,NULL,6310678,BlueWelderInvesting83,2022-02-05,US,16,10,2546,2078,33,Android
246,472172938,Bullish,5066417,luckymf1979,2021-02-17,US,21,14,4102,1129,46,Web
247,472172894,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,8,0,491,244,0,Web
248,472172827,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,8,0,491,244,0,Web
249,472172739,Bullish,6574716,cryptoforecast,2022-04-26,US,42,53,1729,5138,65,Web
250,472172697,Bullish,6574716,cryptoforecast,2022-04-26,US,42,53,1729,5140,65,Web
251,472172612,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8447,2,167626,21810,296,Web
252,472172520,NULL,3966421,STOCKMOVED,2020-08-17,US,469,2003,7952,11618,5,Android
253,472172515,NULL,3591663,Divergence09,2020-06-09,US,46,61,3721,468,8,iOS
254,472172429,Bearish,1278262,tripplecheeseburger,2017-11-22,US,31,0,17723,8120,108,iOS
255,472172323,NULL,2793314,The_Perfect_Wave,2019-09-05,US,5054,4,39627,11598,1,Android
256,472172320,NULL,1808409,RobIII,2019-01-14,US,59,3,3498,733,107,iOS
257,472172105,NULL,4002890,paintinmanning,2020-08-25,US,10,6,656,771,10,iOS
258,472171868,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,10,0,517,253,0,Web
259,472171811,Bullish,6723414,__SuNdAyGrAvY__,2022-07-01,NULL,8,0,505,252,0,Web
260,472171651,NULL,4303359,Bearswin2,2020-11-14,US,68,10,6117,408,91,Android
261,472171499,NULL,851513,curtisg,2016-10-01,US,176,104,14368,3519,39,iOS
262,472171485,NULL,3591663,Divergence09,2020-06-09,US,46,61,3721,468,8,iOS
263,472171439,Bearish,4303359,Bearswin2,2020-11-14,US,68,10,6117,408,91,Android
264,472171406,Bullish,6165247,Ruxin31,2021-12-08,US,7,12,484,258,18,Android
265,472171231,Bullish,3495589,sandip511,2020-05-23,US,35,15,3245,3388,198,iOS
266,472171092,Bullish,6119527,alexxxi33391,2021-11-21,US,2,7,115,301,45,Android
267,472171068,Bullish,3366119,Crypto_Jim,2020-04-27,US,167,30,12174,22335,34,Android
268,472171067,NULL,6229183,OldmanSachss,2022-01-05,US,31,6,2043,912,17,Android
269,472170972,NULL,1555408,STCKPRO,2018-07-24,US,9007,2,942336,51,0,STCK.PRO
270,472170779,NULL,551986,CrzyChris5,2015-07-17,US,224,1,9438,1613,16,Android
271,472170635,Bullish,4520623,NoobInvestor2020,2021-01-05,US,17,12,1869,805,193,iOS
272,472170594,Bullish,3593147,SpaceAGE123,2020-06-09,US,158,5,10035,8953,172,iOS
273,472170324,Bullish,1022539,TSLA_S3XY,2017-04-07,US,71,138,5375,13245,56,iOS
274,472170046,Bullish,5364508,oH__Snap,2021-04-17,US,5,4,3458,2263,24,Android
275,472169974,NULL,4601037,TheAutistFKAprince,2021-01-15,US,19,0,1917,83,9,Android
276,472169966,NULL,3996853,TwentyonTwenty,2020-08-24,US,860,0,1239,2,7,Web
277,472169848,NULL,3671215,Hedgeman3000,2020-06-23,US,3,5,281,89,46,iOS
278,472169719,Bullish,6032407,Planetarywisdom,2021-10-27,US,27,1,4749,1600,7,iOS
279,472169712,NULL,6557041,PoolFamBam,2022-04-18,US,34,22,174,87,4,iOS
280,472169567,NULL,1505519,Billionaireclubcollc,2018-05-26,US,8444,2,167626,21810,296,Web
281,472169403,NULL,6042535,StocktwitsNFTs,2021-10-29,US,241,46,780,2062,51,Web
282,472169395,Bullish,996976,Vikingsixty2,2017-03-15,US,4929,62,49597,318068,31,Android
283,472169140,NULL,6560655,TradingMainCast,2022-04-19,US,42,0,811,816,0,Android
284,472168993,NULL,284566,moneyjunkie,2013-11-26,US,414,124,32922,21312,94,Web
285,472168912,Bullish,5515791,AiSpace,2021-05-27,US,83,17,11466,3125,17,Android
286,472168818,Bullish,3227886,momomooncake,2020-03-25,US,1332,24,12228,1965,300,iOS
287,472168709,Bullish,5515791,AiSpace,2021-05-27,US,83,17,11462,3125,17,Android
288,472168528,Bullish,5515791,AiSpace,2021-05-27,US,83,17,11459,3125,17,Android
289,472168474,NULL,4167728,Lutzer,2020-10-10,US,14,21,288,1079,187,iOS
290,472168466,NULL,16911,suriNotes,2010-06-11,US,66942,2162,31223,64,15,Web
291,472168440,Bullish,5335932,EIon__Musk,2021-04-10,US,1039,797,31588,138847,300,Android
292,472168401,NULL,927827,Massey85,2017-01-17,US,12,32,1063,92,46,iOS
293,472168398,Bearish,3482160,thedeepster7,2020-05-20,US,626,1,3038,4317,4,iOS
294,472168380,Bullish,5335932,EIon__Musk,2021-04-10,US,1039,797,31588,138850,300,Android
295,472168290,NULL,1555408,STCKPRO,2018-07-24,US,9007,2,942336,51,0,STCK.PRO
296,472168152,NULL,1946005,Cryptonomia,2019-03-18,US,1285,1,19449,64,13,feed
